"filename", "language", "JavaScript", "PHP", "JSON", "Markdown", "XML", "HTML", "PostCSS", "comment", "blank", "total"
"d:\wamp\www\Supply\tests\Feature\Auth\AuthenticationTest.php", "PHP", 0, 40, 0, 0, 0, 0, 0, 0, 15, 55
"d:\wamp\www\Supply\tests\Feature\Auth\EmailVerificationTest.php", "PHP", 0, 43, 0, 0, 0, 0, 0, 0, 16, 59
"d:\wamp\www\Supply\tests\Feature\Auth\PasswordConfirmationTest.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 0, 13, 45
"d:\wamp\www\Supply\tests\Feature\Auth\PasswordResetTest.php", "PHP", 0, 52, 0, 0, 0, 0, 0, 0, 22, 74
"d:\wamp\www\Supply\tests\Feature\Auth\PasswordUpdateTest.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 0, 11, 52
"d:\wamp\www\Supply\tests\Feature\Auth\RegistrationTest.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 8, 32
"d:\wamp\www\Supply\tests\Feature\ExampleTest.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 4, 5, 20
"d:\wamp\www\Supply\tests\Feature\ProfileTest.php", "PHP", 0, 76, 0, 0, 0, 0, 0, 0, 24, 100
"d:\wamp\www\Supply\tests\TestCase.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 1, 4, 11
"d:\wamp\www\Supply\tests\Unit\ExampleTest.php", "PHP", 0, 10, 0, 0, 0, 0, 0, 3, 4, 17
"d:\wamp\www\Supply\tests\api-integration-test.php", "PHP", 0, 157, 0, 0, 0, 0, 0, 15, 31, 203
"d:\wamp\www\Supply\vite.config.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"d:\wamp\www\Supply\websocket-server.js", "JavaScript", 136, 0, 0, 0, 0, 0, 0, 15, 35, 186
"Total", "-", 548, 18989, 13616, 2311, 35, 52, 215, 2140, 3744, 41650
